text,label,tokens
"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,"['it', 'might', 'be', 'tempting', 'to', 'regard', 'mr', 'andrew', 'and', 'his', 'collaborators', 'as', 'oddballs', 'but', 'mr', 'earnhart', 'quizzical', 'charming', 'movie', 'allows', 'us', 'to', 'see', 'them', 'finally', 'as', 'artists']"
a feel-good picture in the best sense of the term .,1,"['feel', 'good', 'picture', 'in', 'the', 'best', 'sense', 'of', 'the', 'term']"
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,"['edited', 'and', 'shot', 'with', 'syncopated', 'style', 'mimicking', 'the', 'work', 'of', 'his', 'subjects', 'pray', 'turns', 'the', 'idea', 'of', 'the', 'documentary', 'on', 'its', 'head', 'making', 'it', 'rousing', 'invigorating', 'fun', 'lacking', 'any', 'mtv', 'puffery']"
"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,"['mostly', 'intelligent', 'engrossing', 'and', 'psychologically', 'resonant', 'suspenser']"
"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,"['it', 'this', 'memory', 'as', 'identity', 'obviation', 'that', 'gives', 'secret', 'life', 'its', 'intermittent', 'unease', 'reaffirming', 'that', 'long', 'held', 'illusions', 'are', 'indeed', 'reality', 'and', 'that', 'erasing', 'them', 'recasts', 'the', 'self']"
"hip-hop has a history , and it's a metaphor for this love story .",1,"['hip', 'hop', 'has', 'history', 'and', 'it', 'metaphor', 'for', 'this', 'love', 'story']"
"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,"['in', 'scope', 'ambition', 'and', 'accomplishment', 'children', 'of', 'the', 'century', 'takes', 'kurys', 'career', 'to', 'whole', 'new', 'level']"
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,"['this', 'may', 'not', 'have', 'the', 'dramatic', 'gut', 'wrenching', 'impact', 'of', 'other', 'holocaust', 'films', 'but', 'it', 'compelling', 'story', 'mainly', 'because', 'of', 'the', 'way', 'it', 'told', 'by', 'the', 'people', 'who', 'were', 'there']"
"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,"['between', 'the', 'drama', 'of', 'cube', 'personal', 'revelations', 'regarding', 'what', 'the', 'shop', 'means', 'in', 'the', 'big', 'picture', 'iconic', 'characters', 'gambol', 'fluidly', 'through', 'the', 'story', 'with', 'charming', 'results']"
"a gentle , compassionate drama about grief and healing .",1,"['gentle', 'compassionate', 'drama', 'about', 'grief', 'and', 'healing']"
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,"['somewhere', 'short', 'of', 'tremors', 'on', 'the', 'modern', 'scene', 'neither', 'as', 'funny', 'nor', 'as', 'clever', 'though', 'an', 'agreeably', 'unpretentious', 'way', 'to', 'spend', 'ninety', 'minutes']"
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,"['digital', 'video', 'documentary', 'about', 'stand', 'up', 'comedians', 'is', 'great', 'glimpse', 'into', 'very', 'different', 'world']"
"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,"['unlike', 'most', 'teen', 'flicks', 'swimming', 'takes', 'its', 'time', 'to', 'tell', 'its', 'story', 'casts', 'mostly', 'little', 'known', 'performers', 'in', 'key', 'roles', 'and', 'introduces', 'some', 'intriguing', 'ambiguity']"
"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,"['an', 'enthralling', 'playful', 'film', 'that', 'constantly', 'frustrates', 'our', 'desire', 'to', 'know', 'the', 'truth', 'about', 'this', 'man', 'while', 'deconstructing', 'the', 'very', 'format', 'of', 'the', 'biography', 'in', 'manner', 'that', 'derrida', 'would', 'doubtless', 'give', 'his', 'blessing', 'to']"
""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,"['extreme', 'ops', 'exceeds', 'expectations', 'good', 'fun', 'good', 'action', 'good', 'acting', 'good', 'dialogue', 'good', 'pace', 'good', 'cinematography']"
you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,"['you', 'should', 'pay', 'nine', 'bucks', 'for', 'this', 'because', 'you', 'can', 'hear', 'about', 'suffering', 'afghan', 'refugees', 'on', 'the', 'news', 'and', 'still', 'be', 'unaffected', 'dramas', 'like', 'this', 'make', 'it', 'human']"
"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,"['thunderous', 'ride', 'at', 'first', 'quiet', 'cadences', 'of', 'pure', 'finesse', 'are', 'few', 'and', 'far', 'between', 'their', 'shortage', 'dilutes', 'the', 'potency', 'of', 'otherwise', 'respectable', 'action', 'still', 'this', 'flick', 'is', 'fun', 'and', 'host', 'to', 'some', 'truly', 'excellent', 'sequences']"
"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,"['it', 'obviously', 'struck', 'responsive', 'chord', 'with', 'many', 'south', 'koreans', 'and', 'should', 'work', 'its', 'magic', 'in', 'other', 'parts', 'of', 'the', 'world']"
"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,"['run', 'don', 'walk', 'to', 'see', 'this', 'barbed', 'and', 'bracing', 'comedy', 'on', 'the', 'big', 'screen']"
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,"['classy', 'item', 'by', 'legend', 'who', 'may', 'have', 'nothing', 'left', 'to', 'prove', 'but', 'still', 'has', 'the', 'chops', 'and', 'drive', 'to', 'show', 'how', 'its', 'done']"
"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,"['it', 'is', 'nature', 'against', 'progress', 'in', 'fessenden', 'horror', 'trilogy', 'this', 'theme', 'has', 'proved', 'important', 'to', 'him', 'and', 'is', 'especially', 'so', 'in', 'the', 'finale']"
"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,"['it', 'not', 'exactly', 'gourmet', 'meal', 'but', 'the', 'fare', 'is', 'fair', 'even', 'coming', 'from', 'the', 'drive', 'thru']"
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,"['this', 'is', 'what', 'imax', 'was', 'made', 'for', 'strap', 'on', 'pair', 'of', 'goggles', 'shut', 'out', 'the', 'real', 'world', 'and', 'take', 'vicarious', 'voyage', 'to', 'the', 'last', 'frontier', 'space']"
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,"['merely', 'as', 'technical', 'logistical', 'feat', 'russian', 'ark', 'marks', 'cinematic', 'milestone']"
"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,"['schweiger', 'is', 'talented', 'and', 'terribly', 'charismatic', 'qualities', 'essential', 'to', 'both', 'movie', 'stars', 'and', 'social', 'anarchists']"
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,"['it', 'great', 'deal', 'of', 'sizzle', 'and', 'very', 'little', 'steak', 'but', 'what', 'spectacular', 'sizzle', 'it', 'is', 'in', 'this', 'incarnation', 'its', 'fizz', 'is', 'infectious']"
an original gem about an obsession with time .,1,"['an', 'original', 'gem', 'about', 'an', 'obsession', 'with', 'time']"
it will delight newcomers to the story and those who know it from bygone days .,1,"['it', 'will', 'delight', 'newcomers', 'to', 'the', 'story', 'and', 'those', 'who', 'know', 'it', 'from', 'bygone', 'days']"
gloriously goofy ( and gory ) midnight movie stuff .,1,"['gloriously', 'goofy', 'and', 'gory', 'midnight', 'movie', 'stuff']"
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,"['the', 'film', 'overcomes', 'the', 'regular', 'minefield', 'of', 'coming', 'of', 'age', 'cliches', 'with', 'potent', 'doses', 'of', 'honesty', 'and', 'sensitivity']"
"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,"['if', 'your', 'senses', 'haven', 'been', 'dulled', 'by', 'slasher', 'films', 'and', 'gorefests', 'if', 'you', 're', 'connoisseur', 'of', 'psychological', 'horror', 'this', 'is', 'your', 'ticket']"
"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,"['it', 'minor', 'comedy', 'that', 'tries', 'to', 'balance', 'sweetness', 'with', 'coarseness', 'while', 'it', 'paints', 'sad', 'picture', 'of', 'the', 'singles', 'scene']"
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,"['it', 'is', 'intensely', 'personal', 'and', 'yet', 'unlike', 'quills', 'deftly', 'shows', 'us', 'the', 'temper', 'of', 'the', 'times']"
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,"['as', 'lo', 'fi', 'as', 'the', 'special', 'effects', 'are', 'the', 'folks', 'who', 'cobbled', 'nemesis', 'together', 'indulge', 'the', 'force', 'of', 'humanity', 'over', 'hardware', 'in', 'way', 'that', 'george', 'lucas', 'has', 'long', 'forgotten']"
"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,"['like', 'mike', 'doesn', 'win', 'any', 'points', 'for', 'originality', 'it', 'does', 'succeed', 'by', 'following', 'feel', 'good', 'formula', 'with', 'winning', 'style', 'and', 'by', 'offering', 'its', 'target', 'audience', 'of', 'urban', 'kids', 'some', 'welcome', 'role', 'models', 'and', 'optimism']"
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,"['it', 'hoot', 'and', 'half', 'and', 'great', 'way', 'for', 'the', 'american', 'people', 'to', 'see', 'what', 'candidate', 'is', 'like', 'when', 'he', 'not', 'giving', 'the', 'same', 'cent', 'stump', 'speech']"
"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,"['far', 'from', 'perfect', 'but', 'its', 'heart', 'is', 'in', 'the', 'right', 'place', 'innocent', 'and', 'well', 'meaning']"
"a sad , superior human comedy played out on the back roads of life .",1,"['sad', 'superior', 'human', 'comedy', 'played', 'out', 'on', 'the', 'back', 'roads', 'of', 'life']"
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,"['waydowntown', 'is', 'by', 'no', 'means', 'perfect', 'film', 'but', 'its', 'boasts', 'huge', 'charm', 'factor', 'and', 'smacks', 'of', 'originality']"
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,"['tim', 'allen', 'is', 'great', 'in', 'his', 'role', 'but', 'never', 'hogs', 'the', 'scenes', 'from', 'his', 'fellow', 'cast', 'as', 'there', 'are', 'plenty', 'of', 'laughs', 'and', 'good', 'lines', 'for', 'everyone', 'in', 'this', 'comedy']"
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,"['more', 'load', 'of', 'enjoyable', 'conan', 'esque', 'claptrap', 'than', 'the', 'punishing', 'special', 'effects', 'soul', 'assaults', 'the', 'mummy', 'pictures', 'represent']"
"enormously likable , partly because it is aware of its own grasp of the absurd .",1,"['enormously', 'likable', 'partly', 'because', 'it', 'is', 'aware', 'of', 'its', 'own', 'grasp', 'of', 'the', 'absurd']"
"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,"['here', 'british', 'flick', 'gleefully', 'unconcerned', 'with', 'plausibility', 'yet', 'just', 'as', 'determined', 'to', 'entertain', 'you']"
"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,"['it', 'an', 'old', 'story', 'but', 'lively', 'script', 'sharp', 'acting', 'and', 'partially', 'animated', 'interludes', 'make', 'just', 'kiss', 'seem', 'minty', 'fresh']"
must be seen to be believed .,1,"['must', 'be', 'seen', 'to', 'be', 'believed']"
"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,"['ray', 'liotta', 'and', 'jason', 'patric', 'do', 'some', 'of', 'their', 'best', 'work', 'in', 'their', 'underwritten', 'roles', 'but', 'don', 'be', 'fooled', 'nobody', 'deserves', 'any', 'prizes', 'here']"
"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,"['everything', 'that', 'has', 'to', 'do', 'with', 'yvan', 'and', 'charlotte', 'and', 'everything', 'that', 'has', 'to', 'do', 'with', 'yvan', 'rambunctious', 'jewish', 'sister', 'and', 'her', 'non', 'jew', 'husband', 'feels', 'funny', 'and', 'true']"
"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,"['sweet', 'home', 'alabama', 'is', 'what', 'it', 'is', 'nice', 'harmless', 'date', 'film']"
